date,province_thai,province_eng,region_thai,region_eng,variable,value
2021-11-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,420.0
2021-11-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,36.0
2021-11-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,21.0
2021-11-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,37.0
2021-11-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,242.0
2021-11-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,0.0
2021-11-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,28.0
2021-11-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,349.0
2021-11-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,289.0
2021-11-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,460.0
2021-11-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,42.0
2021-11-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2021-11-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2021-11-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2021-11-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,25.0
2022-11-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,1627034.0
2022-11-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,817.0
2022-11-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,77187.0
2022-11-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,1699.0
2022-11-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,254.0
2022-11-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,2746.0
2022-11-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,532.0
2022-11-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,51.0
2022-11-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,11633.0
2022-11-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,7120.0
2022-11-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,56020.0
2022-11-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,391.0
2022-11-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,880.0
2022-11-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,6418.0
2022-11-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,12449.0
2022-11-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,4259.0
2022-11-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,3141.0
2022-11-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,7535.0
2022-11-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,26050.0
2022-11-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,377512.0
2022-11-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,1044.0
2022-11-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,9081.0
2022-11-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,271.0
2022-11-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,276.0
2022-11-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,15891.0
2022-11-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,1253.0
2022-11-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,479080.0
2022-11-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,533.0
2022-11-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,1595.0
2022-11-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,758.0
2022-11-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,494.0
2022-11-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,2406.0
2022-11-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,33517.0
2022-11-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,1013.0
2022-11-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,16928.0
2022-11-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,36469.0
2022-11-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,151476.0
2022-11-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,48059.0
2022-11-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,107066.0
2022-11-01,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,4648.0
2022-11-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,2722.0
2022-11-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,62005.0
2022-11-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,253635.0
2022-11-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,86.0
2022-11-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,540.0
2022-11-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,2340.0
2022-11-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,6832.0
2022-11-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,3814.0
2022-11-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,5213.0
2022-11-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,884.0
2022-11-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,3745.0
2022-11-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,4159.0
2022-11-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,13094.0
2022-11-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,587.0
2022-11-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,21.0
2022-11-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,13958.0
2022-11-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,1402.0
2022-11-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,925.0
2022-11-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8001.0
2022-11-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,389.0
2022-11-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8244.0
2022-11-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,11270.0
2022-11-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2834.0
2022-11-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,899.0
2022-11-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8970.0
2022-11-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,764.0
2022-11-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2086.0
2022-11-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,380.0
2022-11-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2417.0
2022-11-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,51034.0
2022-11-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2372.0
2022-11-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,24353.0
2022-11-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,881.0
2022-11-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,870.0
2022-11-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,154.0
2022-11-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,293.0
2022-11-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,165.0
2019-12-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,2122842.0
2019-12-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,2074.0
2019-12-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,179208.0
2019-12-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,16742.0
2019-12-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,562.0
2019-12-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,9264.0
2019-12-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,259.0
2019-12-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,1177.0
2019-12-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,17682.0
2019-12-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,47254.0
2019-12-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,68962.0
2019-12-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,537.0
2019-12-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,4015.0
2019-12-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,9380.0
2019-12-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,43456.0
2019-12-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,6534.0
2019-12-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,3629.0
2019-12-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,54556.0
2019-12-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,132749.0
2019-12-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,866555.0
2019-12-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,6949.0
2019-12-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,53011.0
2019-12-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,3661.0
2019-12-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,12407.0
2019-12-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,50190.0
2019-12-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,29863.0
2019-12-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,1107686.0
2019-12-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,923.0
2019-12-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,22612.0
2019-12-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,3066.0
2019-12-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,8204.0
2019-12-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,292.0
2019-12-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,37958.0
2019-12-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,8063.0
2019-12-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,32914.0
2019-12-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,531411.0
2019-12-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,264235.0
2019-12-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,338969.0
2019-12-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,348275.0
2019-12-01,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,16811.0
2019-12-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,1794.0
2019-12-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,68379.0
2019-12-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,359087.0
2019-12-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,308.0
2019-12-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,2005.0
2019-12-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,3831.0
2019-12-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,28695.0
2019-12-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,3605.0
2019-12-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,2665.0
2019-12-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,8360.0
2019-12-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,18411.0
2019-12-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,6959.0
2019-12-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,26730.0
2019-12-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,676.0
2019-12-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,553.0
2019-12-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,32200.0
2019-12-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,2359.0
2019-12-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,324.0
2019-12-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,4782.0
2019-12-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,799.0
2019-12-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8374.0
2019-12-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,17489.0
2019-12-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2075.0
2019-12-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,820.0
2019-12-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,17032.0
2019-12-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,361.0
2019-12-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,5749.0
2019-12-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,1542.0
2019-12-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,3238.0
2019-12-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,52023.0
2019-12-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,671.0
2019-12-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,17802.0
2019-12-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,10630.0
2019-12-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,549.0
2019-12-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1141.0
2019-12-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,815.0
2019-12-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,343.0
2020-12-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,64261.0
2020-12-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,563.0
2020-12-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,424.0
2020-12-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,371.0
2020-12-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,0.0
2020-12-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,242.0
2020-12-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,0.0
2020-12-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,0.0
2020-12-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,447.0
2020-12-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,733.0
2020-12-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,282.0
2020-12-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,61.0
2020-12-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,166.0
2020-12-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,49.0
2020-12-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,125.0
2020-12-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,79.0
2020-12-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,213.0
2020-12-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,312.0
2020-12-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,73.0
2020-12-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,7256.0
2020-12-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,349.0
2020-12-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,564.0
2020-12-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,447.0
2020-12-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,43.0
2020-12-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,766.0
2020-12-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,29.0
2020-12-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,1646.0
2020-12-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,0.0
2020-12-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,78.0
2020-12-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,144.0
2020-12-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,52.0
2020-12-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,38.0
2020-12-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,51.0
2020-12-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,24.0
2020-12-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,33.0
2020-12-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,363.0
2020-12-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,325.0
2020-12-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,1368.0
2020-12-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,1006.0
2020-12-01,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,100.0
2020-12-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,192.0
2020-12-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,1278.0
2020-12-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,3731.0
2020-12-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,0.0
2020-12-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,200.0
2020-12-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,139.0
2020-12-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,355.0
2020-12-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,249.0
2020-12-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,429.0
2020-12-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,130.0
2020-12-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,406.0
2020-12-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,538.0
2020-12-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,898.0
2020-12-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,0.0
2020-12-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,0.0
2020-12-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,1453.0
2020-12-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,101.0
2020-12-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,133.0
2020-12-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,94.0
2020-12-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1325.0
2020-12-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,47.0
2020-12-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,85.0
2020-12-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,0.0
2020-12-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,48.0
2020-12-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,127.0
2020-12-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,26.0
2020-12-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,202.0
2020-12-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,72.0
2020-12-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,102.0
2020-12-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2020-12-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,25.0
2021-12-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,159637.0
2021-12-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,186.0
2021-12-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,8611.0
2021-12-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,403.0
2021-12-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,14.0
2021-12-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,272.0
2021-12-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,112.0
2021-12-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,0.0
2021-12-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,1293.0
2021-12-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,929.0
2021-12-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,19641.0
2021-12-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,105.0
