name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
Brand New stylish apartment next to On Nut Station,Christy,Khlong Toei,13.70667,100.59925,Entire home/apt,1034,4,4,107
30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.74909,100.5556,Entire home/apt,1466,3,228,353
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.751,100.55592,Entire home/apt,2527,3,228,363
20% off BRAND NEW! w/ pool 10 mins to Samyan MRT,Kulasa,Bang Rak,13.72986,100.52421,Entire home/apt,1700,20,1,180
❤️Homey ❤️ 5 Min walk MRT ❤️Wifi WashingMachine,Som,Huai Khwang,13.75935,100.5669,Entire home/apt,972,1,15,90
四面佛Nana酒吧街.2 bedroom最炫工业风.Near MRT and BTS提供接机服务,Jack,Ratchathewi,13.75099,100.55605,Entire home/apt,4980,7,9,365
2bd Luxury Apt in Hua Hin by the Ocean,Laaong,Nong Khaem,13.7062,100.3439,Entire home/apt,2321,1,6,365
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.74919,100.55422,Entire home/apt,2527,3,228,361
30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.74904,100.55463,Entire home/apt,1466,3,228,361
High-end Residents in Ekkamai中文服务,Rebecca,Vadhana,13.74115,100.59032,Entire home/apt,800,30,21,283
A33 每客消毒~♥ on nut-BTS ♥7-11nearby ♥ convenient,Camila,Khlong Toei,13.70476,100.5912,Entire home/apt,1034,28,30,54
Yellow Ribbon Hills,Yrh,Sathon,13.71971,100.53381,Hotel room,6371,1,1,351
The Anonymous Townhouse - Bangkok (duplex),The Anonymous House,Bang Rak,13.72429,100.5196,Hotel room,1850,2,8,59
"Closed: Sadly, we met bad people.",Waleerak,Vadhana,13.73743,100.56116,Entire home/apt,2580,30,3,365
Shared room on the way to the airport,Pom,Pra Wet,13.69346,100.64725,Shared room,658,1,1,0
VTARA 36 condo relaxing place for your stay,Pum,Khlong Toei,13.71774,100.5756,Entire home/apt,1900,2,1,179
市中心舒适一室一厅/高空无边泳池/靠近火车夜市/RCA酒吧街/暹罗广场/中文房东/提供网红道具拍照,Lilian,Huai Khwang,13.75346,100.57418,Entire home/apt,880,10,2,0
่สีะด่วววยเ่ร้าส,범진,Yan na wa,13.67866,100.54629,Entire home/apt,7374,1,1,365
THE QUBE FIFTY HOTEL BTS ON-NUT,Sujaree,Khlong Toei,13.70505,100.59982,Private room,1457,1,1,52
2 bedroom 2 toilet 54 sqm. 5min to BTS Phrakranong,Kanta,Khlong Toei,13.71112,100.59517,Private room,750,270,1,365
Condo Parkview viphavadee4 #Donmoung airport,Poon,Don Mueang,13.8923,100.58401,Private room,1500,1,1,363
Heaven Hostel - Twin-Bed Room (S),Heaven,Bang Rak,13.72745,100.53564,Hotel room,1690,1,3,91
Heaven Hostel - Deluxe Double-Bed Room,Heaven,Bang Rak,13.72708,100.53565,Hotel room,2290,1,3,91
Notting Hill Condo@Jatujak (JJ) Weekend market,Pornchai,Chatu Chak,13.83702,100.57557,Entire home/apt,1000,180,1,358
30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.75089,100.55638,Entire home/apt,1466,3,228,350
2BR！New! Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.736,100.55708,Entire home/apt,5143,1,228,356
Family room 4 Beds in Tropical Summer Hostel,Tropical,Sathon,13.71652,100.53204,Private room,1312,1,7,365
"Excellent location, best facilities ,worth to pay",Jidapa,Chatu Chak,13.80545,100.5549,Private room,1200,30,1,90
"Palm Springs·Amorous Feelings of French, City Cent",Aidan,Ratchathewi,13.75117,100.55465,Entire home/apt,2200,30,20,154
Zen of Life (Brand New) Nana BTS 5mins,Live&Stay,Vadhana,13.74561,100.55627,Entire home/apt,2870,1,11,349
private room for 2 persons - Clean Cozy & Quite,Coop,Ratchathewi,13.75328,100.5409,Private room,650,1,3,89
Family room for 4 people - Clean Cozy & Quite,Coop,Ratchathewi,13.75333,100.53921,Private room,1200,1,3,89
Quadruple Room with Private Bathroom (Family 4PAX),Peace,Pom Prap Sattru Phai,13.74681,100.50732,Private room,1860,1,10,85
2 bedroom+WIFI on Thonglor Road,WenDi,Huai Khwang,13.74533,100.58211,Entire home/apt,2200,1,2,353
New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.77287,100.57845,Entire home/apt,1057,1,228,0
New!  La Chada Night Market 2BR 4PPL near MRT,Curry,Huai Khwang,13.77132,100.58033,Entire home/apt,2114,1,228,0
Stunning two bed apartment with luxury facilities,Tania,Khlong Toei,13.7132,100.59415,Entire home/apt,10000,3,1,178
Unique stay in shopping district,Toon Ratana,Ratchathewi,13.75179,100.53632,Private room,1350,2,1,348
曼谷素坤逸Thonglor/花园泳池超大两房/免费WIFI,Summer,Khlong Toei,13.71638,100.57712,Entire home/apt,2605,5,25,357
Kitzio House for 4 travelers,Arachaporn,Huai Khwang,13.77667,100.57642,Private room,2500,1,7,365
"Condo in 9 km from BTS line (buses), pool in 8 km",George,Sai Mai,13.9195,100.68548,Entire home/apt,350,1,1,88
H9-2br.Private@Thong lo9-Near Bts Thong lo,Pim Lada,Vadhana,13.73102,100.5799,Private room,2200,1,4,271
Private King Bed with extra bed+shared bathroom,Pagon,Yan na wa,13.69696,100.53186,Hotel room,990,1,8,359
CozySweet Hyde (BrandNew) NaNA BTS 5mins,Live&Stay,Vadhana,13.7452,100.55779,Entire home/apt,2474,1,11,348
Delightful 1 bedroom in Sukhumvit 11 (BTS Nana),WaWa,Vadhana,13.74287,100.55704,Entire home/apt,1553,30,3,50
เอเซ่ รัชดา คอนโดมิเนียม,พิมพ์ชนก,Chatu Chak,13.81677,100.57922,Shared room,1200,2,1,364
Brand new condo next to On Nut BTS,Christy,Khlong Toei,13.70534,100.59651,Entire home/apt,857,4,4,105
2 bed room. At The Room Ratchadab Ladprao.​,Kannika,Chatu Chak,13.80259,100.57526,Entire home/apt,2450,1,1,365
30days! Sukhumvit NANA spacious 1BR  near BTS ARL,Curry,Ratchathewi,13.74913,100.5563,Entire home/apt,1466,3,228,358
New experience with local house,Pattamawee,Dusit,13.78732,100.53094,Entire home/apt,1500,1,2,172
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.74931,100.55629,Entire home/apt,2527,3,228,363
ศุภาลัย คาซาริวา วิสต้า 1 ห้อง,Santi,Bang Kho laen,13.69586,100.49507,Entire home/apt,3390,1,1,365
"Yaks House - Dorm - Pinklao, Siriraj Hospital",Piti,Bangkok Noi,13.76639,100.48544,Hotel room,1800,1,1,365
"Breezy Haus In Asoke  (Pool, walk to BTS/MRT)",Max,Khlong Toei,13.72911,100.56015,Entire home/apt,9357,2,36,62
Line MRT BTS 1min  One bedroom,Best Center,Chatu Chak,13.80217,100.55313,Entire home/apt,1000,365,4,365
"The Circle condo, 5 mins BTS Nana and ploenchit",Rifat,Ratchathewi,13.74925,100.55409,Entire home/apt,1800,3,1,362
⭐⭐⭐⭐⭐Chillax Luxury Design Condo🏝Bearing BTS,Matt,Bang Na,13.66062,100.60801,Entire home/apt,1586,1,4,148
"Private Room, City Center, MRT, WiFi, Netflix C2",Wipa,Ratchathewi,13.75507,100.56167,Private room,871,1,7,333
Cozy condo only 1 min from MRT Ladprao - Brand New,Padaree,Chatu Chak,13.80655,100.57507,Entire home/apt,1039,60,1,0
Don mueang Place Hotel,Nudchan,Don Mueang,13.92191,100.59867,Private room,1090,1,1,365
EntireSingleHouse 2br 400m-MRT HuaiKwang 2carports,Panyawee,Huai Khwang,13.78335,100.57703,Entire home/apt,2449,1,1,130
"2 Bedroom Condo 5 mins from BTS Skytrain, Bangkok",James,Bang Na,13.66069,100.59882,Entire home/apt,970,30,1,152
Cお部屋貸し15sqm/1部屋2名/無料WIFI/徒歩11分ASOK/日本人歓迎,Yusuke,Vadhana,13.74241,100.5643,Private room,357,14,3,54
"Charming quite condo, convenient to sky train",Parinda,Bang Na,13.65889,100.61241,Entire home/apt,800,1,2,330
The iris srina,Fun,Suanluang,13.74407,100.64276,Entire home/apt,1650,2,1,365
Bangkok Centre/BTS Phrakhanong 450m/Superior Room,Kelvin,Khlong Toei,13.71286,100.5927,Hotel room,720,1,3,321
Superior Twin/BTS PhraKhanong 450m/ Bangkok Centre,Kelvin,Khlong Toei,13.7116,100.59231,Entire home/apt,720,1,3,321
Casa de Takumi  (Family Room 1),Sandy,Khlong Toei,13.71403,100.58505,Private room,1300,1,3,180
SUKHUMVIT 101/1,Narjess,Bang Na,13.68278,100.616,Entire home/apt,700,15,1,358
APT476 | 3rd Fl. | 2 BDR | 1min walk to Subway,Tan,Parthum Wan,13.73831,100.51779,Entire home/apt,4269,1,14,120
"Private Room, City Center, MRT, WiFi, Netflix B2",Wipa,Ratchathewi,13.75519,100.56121,Private room,796,1,7,285
"Private Room, City Center, MRT, WiFi, Netflix A2",Wipa,Din Daeng,13.75711,100.56266,Private room,839,1,7,342
曼谷市中心两室两厅/五星级酒店式公寓/三床可住多人/家庭出游最佳选择/紧挨地铁站带泳池/可做饭,Summer,Huai Khwang,13.75914,100.56838,Entire home/apt,2413,1,25,350
ชัยพฤกษ์ เพลส ซอยสุขุมวิท 65 พระโขนง,Songkra,Vadhana,13.72082,100.58914,Entire home/apt,3390,1,1,365
Enjoy a Resort Life in Sathorn / Bangkok Center,Yvan,Sathon,13.71342,100.51943,Entire home/apt,2199,3,3,320
sukumvit24/BTS Phrom phong/T21&Emporium/sky pool~1,Summer,Khlong Toei,13.72654,100.56693,Entire home/apt,1522,2,22,141
Private room - 5 mins to Jodd fair night market,Andy,Huai Khwang,13.75385,100.56708,Private room,990,3,3,179
"Private Room, City Center, MRT, WiFi, Netflix B1",Wipa,Din Daeng,13.75558,100.56319,Private room,670,1,7,300
Loft unit with garden balcony near Sathorn Surasak,SiamLife,Sathon,13.7123,100.51983,Entire home/apt,1500,5,17,210
"Monthly rental condo , center of Bangkok",Prin,Vadhana,13.7395,100.56319,Private room,38094,30,1,180
"1 BDR long stay, Free Wi-Fi, Silom-Sathon,450m-BTS",Tarinee,Bang Rak,13.72239,100.52172,Private room,990,1,8,0
Eco Room@DMK Airport,Nat,Lak Si,13.86047,100.56926,Private room,550,1,9,365
บ้านเดี่ยว พร้อมสระว่ายน้ำส่วนตัว 200ตร.ว.,Korawit,Khlong Sam Wa,13.87035,100.71342,Entire home/apt,12000,1,2,84
"Family sleep 4 private bathroom, at MRT Samyod",Cacha Bed,Pom Prap Sattru Phai,13.74754,100.50411,Hotel room,6014,1,4,0
Convenient access to sky train by 5 minutes walk.,Natthathum,Phra Khanong,13.70248,100.6029,Shared room,346,1,1,364
ห้องว่าง ปัฐวิกรณ์ นวมินทร์  บึงกุ่ม,Pathomphong,Bueng Kum,13.81046,100.65612,Private room,600,1,1,365
二卧室一客厅二卫生间，大面积套房 Family suite,Zhengxian,Ratchathewi,13.74895,100.55639,Entire home/apt,2632,12,1,355
New condo in the heart of city,Pichet,Phra Khanong,13.69902,100.60398,Entire home/apt,3000,3,1,88
Room for rent with private bathroom,Tisha,Bangkok Noi,13.76688,100.47271,Private room,1500,1,2,363
"Private Room, City Center, MRT, WiFi, Netflix A1",Wipa,Din Daeng,13.75637,100.56312,Private room,750,1,7,305
3BR-ICONIC DUPLEX-Phrakhanong BTS-漂亮的房子,Kevin,Vadhana,13.7193,100.59911,Entire home/apt,2726,1,11,230
New!Near The Grand Palace/ASOK Station/Bankok,Noons,Khlong Toei,13.7358,100.55694,Entire home/apt,2057,1,99,361
Jintana Residence @Ari 05,Phisit,Phaya Thai,13.77415,100.53208,Private room,678,1,11,57
---Hap@Sathorn loft hotel with friendly price---,Piphat,Sathon,13.720209,100.548195,Private room,1286,1,26,364
A pretty weekend house for relax with your family,Jie,Pra Wet,13.65687,100.69588,Entire home/apt,6500,1,1,363
Cheap price Nice place and safety with easy Travel,Natkritta,Suanluang,13.74559,100.62703,Entire home/apt,569,90,1,365
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77136,100.5784,Entire home/apt,2000,1,228,0
Sapanmai nearby Donmeung AIRPORT,Music,Bang Khen,13.89126,100.60762,Private room,555,2,1,253
Bangkok KhlongTan 002｜10min PhromPhong BTS,璿璣,Khlong Toei,13.72322,100.56769,Entire home/apt,1329,3,7,279
New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.77277,100.5815,Entire home/apt,1057,1,228,0
New stunning luxury room in hippest area in town,Patti,Vadhana,13.73011,100.58048,Entire home/apt,1890,3,1,323
คอนโดลุมพิเนีย2ห้องนอน2ห้องน้ำ 1ห้องรับแขก 1ครัว,Mami,Bang Kapi,13.77102,100.63657,Private room,1500,7,1,90
Shakira Hostel 10 Bed Female Dorm Bangkok,Patpimol,Suanluang,13.71548,100.63969,Shared room,350,1,2,179
Ban Kru Ae mixed dorm(8 bunk beds),Kru,Don Mueang,13.93348,100.60177,Shared room,384,1,2,185
On Nut Exquisite Art and One-Bedroom Apartment,Rain,Khlong Toei,13.70424,100.59581,Entire home/apt,1429,7,26,113
ให้เช่าคอนโดลุมพินี บางนา กม.3,Preecha,Bang Na,13.67232,100.63782,Entire home/apt,3390,1,1,365
"5min walk MRT,Famous NightMarket,BigC,Central,7-11",Pattanan,Din Daeng,13.77445,100.57252,Entire home/apt,2386,2,2,240
MOONG - HOSTEL : 8 BEDS MIXED DORM near subways,Chalath,Bang Rak,13.73288,100.52627,Hotel room,350,1,1,364
Apartment BKK56 No.1,Bell,Vadhana,13.72096,100.60063,Entire home/apt,2657,1,1,244
"Great price, 100m Short walk to BTS, Why stay far?",Mod Apiluk,Parthum Wan,13.7438,100.54967,Entire home/apt,3786,1,25,177
Bts On Nut 1B Apt. 2ppl Full-quiped  Kitchen Wifi,Rain,Khlong Toei,13.70343,100.5952,Entire home/apt,1500,7,26,142
BTS new condo 1BR for3. 全新一房公寓，Tesco&onnut BTS,Cora,Khlong Toei,13.70531,100.59127,Entire home/apt,100000,2,6,89
sukumvit24/BTS Phrom phong/T21&Emporium/sky pool~2,Summer,Khlong Toei,13.72602,100.5673,Entire home/apt,1935,2,22,162
曼谷素坤逸24豪华公寓/天际泳池/BTS彭蓬站EM贵妇商场/T21商场/暹罗商圈/四面佛/火车夜市3,Summer,Khlong Toei,13.72434,100.5659,Entire home/apt,2072,2,22,61
1-bed with pool and gym. 1 min. walk to Sky Train.,Pup,Khlong Toei,13.71321,100.59365,Entire home/apt,900,29,1,305
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.7504,100.55422,Entire home/apt,2527,3,228,332
Luxury Condo BTS Phromphong,Peerada,Khlong Toei,13.72695,100.56686,Entire home/apt,1500,30,1,88
Condo (Apartment) for rent,Elena,Huai Khwang,13.77165,100.57894,Entire home/apt,1057,15,1,363
Studio 102/10mins to MRT/near New Night Market,Chieanchai,Din Daeng,13.77323,100.57208,Entire home/apt,650,2,22,351
"2 bedroom 2 bathroom 1 kitchen gym, pool nice view",Viyadarat,Khlong Toei,13.73977,100.55154,Entire home/apt,2990,2,2,358
"Bed De Bell, 6 Beds Dormitory",Nat,Bangkok Noi,13.75369,100.48314,Private room,1490,1,1,179
曼谷市中心素坤逸路轻奢网红公寓 步行5分钟到轻轨站！四面佛15分钟直达 贵妇商圈+21航站楼+娜娜,Ping,Khlong Toei,13.7265,100.56596,Entire home/apt,2663,1,12,150
Triple room with bathtub & breakfast at Nana,Panitchaya,Vadhana,13.74164,100.55728,Hotel room,3363,1,22,0
2BR！New! Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.71476,100.56918,Entire home/apt,4586,1,228,362
Sleep cafe@Hidee 24/7 (Female Dormitory),Poungpetch,Ratchathewi,13.752,100.53656,Shared room,350,1,6,354
Penthouses★Private 2Bedrooms★BTS Bangwa★会说中文❤️,Suphattra,Phasi Charoen,13.71598,100.45811,Entire home/apt,2000,28,1,180
Pattinum condo 16 floors,Note,Parthum Wan,13.74919,100.53625,Private room,2500,1,1,180
Achcha No.2 - queen bed with private bath (3 fl.),Jitsupa,Bangkok Yai,13.73752,100.48544,Private room,850,1,3,88
Modern Luxury 1BR Condo a step from BTS Sky Train,Obbie,Khlong Toei,13.71431,100.58948,Entire home/apt,1496,30,1,55
Doss House 10 Min from DMK+Tranfer DMK Airport,Natthanan,Don Mueang,13.92615,100.58551,Entire home/apt,1500,1,1,364
Studio MekSuay,Nuanvan,Wang Thong Lang,13.798138,100.589645,Private room,1550,2,1,0
The clover thonglor residence best place,Viyadarat,Vadhana,13.71752,100.5927,Private room,3600,1,2,358
A24 每客消毒~♥近BTS onnut 的宁静公寓小区! 高端泳池健身房,Camila,Khlong Toei,13.70475,100.59129,Entire home/apt,1042,28,30,54
30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.74908,100.55496,Entire home/apt,1466,3,228,359
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.75037,100.55656,Entire home/apt,2527,3,228,352
Scene Bangkok Noi Hotel Bangkok,ซีน บางกอก,Bangkok Noi,13.77397,100.47191,Hotel room,1800,1,2,364
"18 ppl, 6BR, 100m Short walk to BTS, Why stay far?",Mod Apiluk,Parthum Wan,13.743,100.54908,Entire home/apt,8643,1,25,162
Private room with Shared Bathroom for two people,Time Sabai 32,Parthum Wan,13.74422,100.51677,Hotel room,1385,1,3,365
BTS Prom Phong*Specious*Work Desk*Eat-Play-Sought,Pemika,Vadhana,13.73676,100.56527,Entire home/apt,2000,28,13,37
Condo Regent Home,โสภณ,Bang Khen,13.8873,100.60084,Entire home/apt,799,1,1,365
🏡5 mins walk to 🚅 Cozy room in a local living😊,Mon,Phasi Charoen,13.72635,100.46514,Private room,304,2,2,330
ICON HOSTEL,Kachen,Bangkok Noi,13.75691,100.48095,Private room,5900,1,3,365
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77249,100.57953,Entire home/apt,1000,1,228,0
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.74899,100.5556,Entire home/apt,2527,3,228,353
The Corner 222/20 (BTS Bangwa) soi Petch kasem 42,Kittichai,Phasi Charoen,13.72499,100.45005,Private room,550,3,2,365
Near Hua Mak station suite with massage chair,Hongxiu,Suanluang,13.72528,100.62178,Private room,755,15,4,179
D Light private room@JJ market&BTS SaphanKwai+Wifi,Surang,Chatu Chak,13.79665,100.55061,Private room,615,2,1,0
How do we,은영,Yan na wa,13.67371,100.5438,Entire home/apt,3687,1,10,365
Condo Supalai kaset/near BTS/near central ladprao,Pawannapat,Chatu Chak,13.82352,100.56221,Entire home/apt,1790,1,1,365
Mind Day Hostel Khaosan - 12 Mixed Dormitory,Mindday,Phra Nakhon,13.76276,100.49761,Hotel room,318,1,6,365
Cosy Escape @ Sukhumvit 10,Chiew,Khlong Toei,13.73378,100.55695,Entire home/apt,900,30,2,157
Jintana Residence @Ari 04,Phisit,Phaya Thai,13.77537,100.53204,Private room,678,1,11,57
ทัศนีย์ วุฒิ สมาร์ทคอนโด,Premkamol,Bang Khun thain,13.65817,100.4272,Shared room,700,4,1,269
4/BR Private House Silom CBD Bangkok BTS Surasak,Norah,Bang Rak,13.72561,100.51899,Entire home/apt,9440,5,1,0
The Base Sukhumvit77,Minnie,Vadhana,13.71095,100.60234,Entire home/apt,850,7,1,305
MIQ_home202/Asok BTS/Design home/Resort Pool/16pax,Ed,Khlong Toei,13.72541,100.56173,Entire home/apt,7186,2,33,320
"1 min walk to BTS N1 Station.C. Near Siam, MBK.DAD",Dusit,Ratchathewi,13.75206,100.53107,Entire home/apt,1457,1,2,88
Condo for rent **Near MRT Rama9 Station**,Thantharee,Din Daeng,13.75693,100.56037,Entire home/apt,850,180,1,181
Piyabutr home,Piyabutr,Bang Khae,13.69835,100.41554,Private room,400,1,1,180
Top&Buttom Bunk bed in Mixed Dorm(Songwad hostel),Songwad,Samphanthawong,13.73882,100.50571,Shared room,776,1,3,179
KLYDE (Chatuchak) - QUAD ROOM 4 BEDS,Najchar,Phaya Thai,13.79486,100.55428,Private room,3000,1,1,180
A Bkk Journey hostel sukhumvit (A Bangkok journey),A Bkk Journey,Vadhana,13.71065,100.59827,Shared room,650,1,1,89
Warehouse studio 600m from Ramkamheang airpot link,ธนัฏฐ์,Bang Kapi,13.7464,100.60623,Private room,600,1,1,88
2. 1 bedroom queen bed Specialty cafe garden,Kittipat,Suanluang,13.7355,100.65065,Private room,734,1,2,358
Bangkok Metro Hop-in/Quiet Neighborhood,Nuttchamont,Huai Khwang,13.78817,100.5802,Private room,1500,3,2,88
PANDA FUNNY HOUSE 2/467-01,Panda Funny,Chatu Chak,13.8403,100.57956,Private room,500,1,2,365
【香舍ins少女风】当悠扬的萨克斯再次响起，欢迎回到您曼谷的家！近四面佛/火车夜市/素坤逸娜娜/康明,Dylan,Ratchathewi,13.74899,100.556,Entire home/apt,4875,6,14,0
Spacious 3 bedroom apartment Bangkok Center,Orranart,Bang Rak,13.72564,100.52945,Private room,4000,1,10,355
PANDA FUNNY HOUSE 2/23-01,Panda Funny,Chatu Chak,13.84364,100.57809,Shared room,1000,1,2,365
1 Bedroom With Balcony Homestay,Nikki,Din Daeng,13.79377,100.57008,Private room,389,1,1,165
"Quiet place near Thonglor,LivePark,BDMS,Jodd Fairs",Pong,Huai Khwang,13.74977,100.59842,Private room,695,6,3,312
❤️Homey❤️2 Min walk BTSOnnut ❤️Wifi WashingMachine,Bird,Khlong Toei,13.70466,100.60101,Entire home/apt,1685,3,12,53
Sync Nature Siam By Favstay 231,Mag,Parthum Wan,13.73395,100.52977,Shared room,641,5,1,90
#2❤️WOW❤️ 2 Min BTS Onnut❤️Wifi❤️Washing Machine,Som,Phra Khanong,13.70421,100.60282,Entire home/apt,1685,5,15,88
